labels,text
1,10 really
1,sure it wasnt just cartel?
1,The boy at 00:8 is fine asf
1,Lol just 10.
1,Lol
1,Fidel would have stopped the hurricane if he were alive.
1,"it makes me happy to see them drowning, It's so incredible to know they tried to breathe and water filled their lungs and suffocated them painfully 🙂🙂"
1,Ok?
1,Wow
1,Very professional
1,Nice Shoe!
1,Mitchie Mercury :D <3
1,Omggg! ❤️❤️❤️ I wnat a tour for superfriends & yall better come to Colorado!!
1,What the hell is this...I feel like I woke up from coma and I'm feel kind of lost...what the hell is this channel/video? Is this for real?
1,I love how the teens felt so happy about superfruit immediately!... THAT really shows how they really are as real people!  This is amazing and really beautiful! ❤
1,"It's true, I'm a chameleon"
1,can't get over his mustache! lol 🙈😻
1,The second we are actually gonna get used to that fabulous mustache he's gonna shave it off/grow a beard or something
1,Mitch... honey I love you but I can't take you seriously with that mustache I just... XD
1,Mitch looks like a mexican criminal who hasn't got caught yet so he's acting like a dad. \nIdk if that even makes sense lmao 😂😂😂
1,I love this. I love when Scott was like “oh fuck im about to rap fuck”
1,Duuude these guys look exactly the same as the AsapSCIENCE guys LIKE HOLY REAL TALK
1,no no no not the porn stache it ruins mitch's perfect model face!
1,"Look at the little Mexican rat thing and his butt buddy! \nWell, good thing gay men die of AIDS more often than any other demographic group. 🙌🏻"
1,"'Ah this kids flexible' - some guy   'haha, so am I' *sips tea* - Mitch    \n\n\n\n\n\n\n\nLMAO WHAT YOU GETTING AT BOI"
1,Scott: Why are they so smart? ... I wish I was smart. SO CUTEEEE
1,I love this oh my god this is so pure
1,OMG they posted on a Tuesday :o
1,Mitch: my armpit is dripping\nScott: * with a little smile* gross\nMitch: yeah
1,It's so funny for the 'proud parent' thing because I watched this and got so teary to see how much people love you guys when I've been a follower for so long 😂❤️ love you guys
1,Shave it pls u look like a gay uncle
1,i love you guys so much. you are so talented and always make my Tuesdays. Thank you!
1,Been a long time since I watched them. I'm happy to see Freddie Mercury here!
1,to be in your group it is and it will be forever my biggest dream!!!! i love you pentatonix! i love you superfruit!!!!!
1,Why does he look so familiar who is this guy\nScott: cause we famous \n😂😂😂
1,They always cheer me up.   Scott's cute as hell and they both have such a great energy.  They make you want to be around them.
1,I heard Imaginary Parties in my gym and I felt like such a proud mother
1,The look on each of their faces is so honest and appreciative. You just got another fan.
1,😊😊😊😊 this made me so fucking happy
1,Mitch is looking more and more like Freddie Mercury and I'm loving it.
1,Gay
1,Gay
1,Gay Rhett and Link
1,I LOVE YOU GUYS!!! 😘😘😘😘😘 XOXO
1,Love you guys ❤️❤️
1,10:35 I wish I was smart \nhahaha
1,Mitch. Nice mustache. 😂
1,because we're famous omgskdj
1,Ugh.. I love this💕
1,My armpit is drippingGross.I know. LOL eww
1,U guys rOck!!  U do u:-)
1,React to O'g3ne echoing lol
1,That aww tho 10:54
1,mitch looks like a gay cholo
1,Can't believe there is a channel called super fag with 2 mil subs
1,İts cool
1,Yass Fuck i love this !!
1,"I love you, Jimmie."
1,That is awesome video
1,Got straight shooters Rock?
1,Sweet home Tennessee!
1,Finally good. Music
1,Robert Ritchie has proven that he is for Detroit and for Michigan. I support his ideas. Kid is about living life and loving your friends and family.\nMuch love my brother.\nGot some great fishing downriver right now. Elizabeth park.
1,this makes me wanna crack open a warm keystone and fuck my sister
1,Funny how im on a mountain and in Tennessee.
1,"Ugh, always a yankee trying his best to be pass for a rebel. Next time you feel like such a badass, go talk trash about Lemmy to a group of Motörhead fans. Have some respect, you pandering talentless redneck."
1,I like seeing people get triggered. Kid Rock is my new hero. Him and Trump. I still cant stand Ted Nugent tho and Im from Michigan. Ted's a doofus
1,Thanks Kid for the variety of great music you throw down. I love it!
1,"What a shitty song. Sounds as incoherent as Jake Paul with a country accent. You bro country hipster you've have no idea what a country song is, listen to some actual country song and notice the great themes they usually capture, just drunkenly slurring out a few familiar words doesn't make it a country song."
1,I Really Love Kids Voice.
1,When your next senator releases a new song...
1,Just need spiked tea and women to grab by the pussy! Anit nothing like a Tennessee mountain top!
1,What about your new song Engine 9 with Yelawolf when does that drop?
1,Thank you for the good music!!!
1,"Hello Everyone,  the Kingdom of Heaven is at Hand.  JESUS CHRIST is Coming! Confess and Repent from your Sins Today.  Give your life to JESUS CHRIST as your Lord and Savior now don't wait Time is Short.  We are living in the End Days!  JESUS CHRIST is Coming!  \nSo is Judgement!  Heaven is Real and Hell is Real.  JESUS CHRIST is your only Hope to Salvation.   JESUS CHRIST loves you. Thank you God bless"
1,Good lord I can't imagine this dumbshit in a position of power. At least Donald Trump was a successful businessman
1,Been on that mountain top!!         ...ya betta ask somebody.
1,EAST TENNESSEE GIRLS LOVE KID ROCK!!!!
1,Just hours after mentioning how Detroit and Michigan are his home and beyond compare. He releases Tennessee Mountain top.... Well alright.
1,Can't wait to hear it live - awesome rock and country don't get any better - obtained - on my ipod - now - windows down and loud as it will play - awesome
1,I love this! It sounds close to Blue Jeans and a Rosary. #kidrockforussenate
1,"I ain't much much of a kid rock fan or really any kinda guy that would listen to his shit except maybe that picture song he did a long while back. But... This song means a lot to me. I'm a born n raised Tennessee boy outside of Memphis and even though some parts I lived wasn't country it was still a lot like these lyrics. After my service with the Navy I ended up moving out here to California because of someone I thought was an angel and a friend, still... I do miss a lot in Tennessee and one day I'll come back home. This song seems to tell me something like it's a sign I should move back... The universe has a funny way to reveal things"
1,Whooohooo!!!!!!  I LOVE 💏💖THIS SONG!!!!!!
1,"This is Americana right here, folks."
1,I will never forgive you for your rendition of sweet home Alabama...
1,Sure trending with only 50k
1,like the song...  but saying hip hop had no soul is funny i think he was talkin about his own hip hop he tried to do lol...but he made money off of it
1,Kid Rock is a racist according to most people on the West Coast.  Is that a fact?
1,Why does this sound like an ad? 😂😂
1,Absolutely love an thanks for putting up.. not trying to be a ass but it's O'Keefe not oh Keith... O'Keefe is Great music school that's the only reason I wrote this!!!! But thanks for the video an of course I could be wrong....
1,The Chargers have too many defensive weapons to be that timid early on. They honestly have the potential to be a top 5 defense in the league.
1,"The broadcasters were horrible, thanks for making us feel like you don't care about us, ESPN. Rex and some random lady, please hire an actual crew in the future. Somehow you make a great Broncos game feel like a chore. But it wasn't, was it? This was one of the best games all week!\n\nOn the Broncos front, we might have made a huge mistake by cutting TJ Ward and will be drafting Safety high next year. We still need a better O-line in places. Siemian improved a lot, Jamal Charles is old. Poor Jamal."
1,Rivers waits too long to get desperate..it takes 2 to 3 quarters to figurr out what is going on.  They use too many short runs down the middle.very predictable..He needs to throw more long balls and use Gates more often.
1,My west is looking good
1,"Commentator was pretty good, idk why everyone is complaining"
1,"That's why San Diegians did not want to approve a new stadium on the ballot, just a waste of a new stadium good riddance"
1,"Call me sexist if you want, but football doesn't sound right with a female commentator."
1,What's you're guys favorite NFL team? Mines the cowboys and ravens.
1,"I'm all for equality but I didn't like the fact that a women was commentating pretty much the whole game, it kind of ruined it."
1,The ref falling at the top of the screen at 1:43 😂😂
1,The ref really falls though 🤣 1:43
1,Afc west is afc best.
1,The girl did just fine y'all are dicks.
1,Denver has a good QB idk why people are tripping bout him.......
1,"You may think that the chargers lost...\n\n\n\n\nBut they didn't get injured, so thats a win in my book."
1,How the anoucer pronounces some things is kind of irritating
1,denver qb has a strong arm
1,New color commentators...\n\nRomo: 10/10\nRyan: Boring/10
1,lol most accurate kicker in denver history and misses...  sportscaster jinxed it..
1,The ref falls at 1:45 lmao
1,Did someone notice the referee on the uper side of the field? 1:37 :D
1,The commentator an 11 year old boy?
1,yo watch the top of screen at 1:43 ref busts his ass lol
1,"Siemian looks way better than he was last year, if our O Line can improve, we can definitely make the playoffs or who knows, maybe even the Super Bowl"
1,Anyone else see the ref fall at 1:42 lmao
1,Gordon is doing the badgers proud
1,"Half the comments are about the commentator. She is is being criticized far more than any other male commentators. People saying how she doesn't have a voice for tv, doesn't have a passion for football. Smh. Sexist people will find any reason to hold women back especially when they break into something as male dominated as football commentating."
1,Ash ketchum finally grew up and got a real job. Give up on your dreams
1,Greatest charger comeback in nfl history thumbs up if you agree GO Bolts
1,"nice kick woo flug poo , chargers suck and will always suck, have fun with your team l.a."
1,Wow the videos aw trending now
1,I blame feeney lol
1,Yall should make a full Arrow Movie 😊 vs Avengers
1,Do a first try edition plz
1,if I could subscribe to Dude Perfect a million times I would
1,Definitely skilled !!!
1,You guys should make dude perfect sceets
1,I wonder how many takes they needed to get all the shots right.
1,kinda wack.. not as much effort in these videos
1,I can only imagine how many retakes they must have done to get this video so perfect. You guys are amazing!
1,The only unique channel
1,"nerf bows are all about a piece of plastic + elastic string. normal bowstrings don't stretch, it's the bow limbs that do the work"
1,How many times did they do each trick shot
1,Arrow Season 6 is looking pretty good.
1,It wouldn't be dude perfect without obnoxious Americans screaming every two fucking seconds
1,lol their reactions are so fake now
1,I think this is one of the most fastest growing channel on YouTube. Quality content
1,"So what this video tells us, is that they' ve just discovered something else they can make easy."
1,"nah I think I'm gonna attempt it, how else am I gonna get as good as Dude Perfect?"
1,Rises more than a thousand Suns 0.50
1,They're even better than Hanzo!
1,Way to excited about all of it...
1,i love your videos
1,"What sort of piece of shit would downvote DudePurfect videos, as if they could do better themselfs."
1,To be a dude perfect member it is so awesome ....
1,You realize how long it must take to film these vids  lol
1,I can only imagine how many times they had to film that pool table trick shot.
1,Dude Perfect should do a collab with the slo mo guys
1,Wonder how much they celebrate when one of them takes a dump and don't leave any skid marks!
1,"Heya Guys! You Can Try Either of the following:\n1: World's Highest Strike From 25km High!\n2: Longest Bottle Busta Ft. Bow & Arrow From 1m Long!\nOr 3: Highest Basketball Pringles Laser Shot From 125 stories High! Reply With With What To Film, Guys!👊🏿🙇🏽👋"
1,So easy  ! Never ever waste food. Time to cook. Sub us if you want to learn from CHEFS.
1,"Love ur nickaloadian show, nice job, u guys are my heros"
Label,Comment
-1,You and your shit brother may have single handedly ruined YouTube.....thanks...
-1,Honestly Evan is so annoying. Like its not funny watching him try to be famous he's trying way to hard and I don't like it
-1,"Ayyyyoooo Logang what up .  This was a hard vlog to watch Logan how dare are you to destroyed that YouTube bag . Logang Army check my covers and share them  can Logang help me to hit 1,000 Subscribers today, I think we can do it SUBSCRIBE"
-1,Made a lot of people hate youtube - GJ
-1,Evan is a horrible human being he also looks so jealous when you open it like he should be happy for you
-1,Gotta love Youtube for giving morons the ability to earn a buck from other morons.
-1,Can the Pauls please stop saying they're the fastest growing YouTube channels?! That's PewDiePie's position!! He made managed to get all the subscribers you guys have in 6 MONTHS!!! Why is that so hard to understand?!
-1,Not a hater but fuck you
-1,Where is the other dog
-1,I go out of my way to dislike every single one your videos
-1,He talking about how we changed logging Forever on his own channel should be a lot more humbling if somebody else made this video instead of you know Logan Paul make it a video about how Logan Paul change login forever you didn't change shit if anything you just exposed a large audience of five to 10 year olds maybe even freshman in high school that like your videos people that you can hook up with or fuck really sad and it's really pathetic how your entire audience is made up of these people nobody can actually buy or afford anything without asking their parents that's exactly who your audience is
-1,FUCK THIS DUDE AND HIS BROTHER.
-1,"Evan is just taking ur money for granted cause he said if his Rolex had fake diamonds he wouldn't be ur friend anymore and he left when u said the diamond was real, but don't keep commenting it's probably a joke cause ik it might be but my opinion is that he's using Logan's money for granted"
-1,tone it down fgt you didn't change youtube
-1,it's everyday bro
-1,This is shit.
-1,"#1 on trending, FUCK YES!"
-1,You're telling me that you're not perfect and sometimes you fuck up? \nThat's wired..
-1,"dont be sorry pewds, EVERYBODY says something  bad everyday, but your a public person and says this ONE time and get fukin news all over the world talking about it.. jeeezyys, keep on doing what your doing niggah"
-1,this isn't a bad thing... shit happens
-1,"OK guys i get that the word was once used as a demeaning term and that the history of that word will never change, yes pewds fucked up but still it quite obviously wasn't his intention to use the word in a racist way. And those people overreacting are making it easier for toxic media influencers  to fuck every single content creator because they are blowing this out of proportion, pewds is not a racist."
-1,pewdiepie had nothing to be sorry about.  everybody who is mad at him need to get their head out of their ass and get over themselves.  or maybe when a black person makes an offensive remark about a white person i should call them racist and see how they like it.  turn about is fair play.
-1,I think other YouTube's who are hatting at him are just jealous that he is bigger than them. I think yes it was wronge for him to say it but common give this guy a break ok I have heard this word said by black people daily if they can say it why can't white people why so sensitive. I am Indian and have heard Sooo much rasisum from every body including black and white people. This is outrageous I am pissed and not happy u can clearly see he was hyped up at the time when he said this can't u actually just support him and understand that he is a human as well
-1,"I am not angry at you at all.  And you shouldn't have to apologize.  The way I see it, if it's such a bad word then NO ONE should be using it.  Not just white people.  I support you Pewds!"
-1,People mad because he said the n word!? He said it by accident cause everyone does it
-1,To the people saying that since black people say it why does it matter if another race says it this is one of many reasons why our society is shit now. It doesn't matter if black says it that doesn't justify other groups using the term shit like that doesn't just slip out that's the worst word you can think of ? It's scary how dumb a lot of people are in these comments we've got a lot of work to do America. Some of your reasoning validation his reasoning for using the word is ridiculous. #SMD
-1,If your not black you have no right to say that word point blank period
-1,I'm white ok I don't know if it really is offensive at all. BUT HOW THE FUCK DOES HIM SAYING THIS AFFECT YOU AT ALL. He didn't say anything about someone trying to be mean to them. Y'all need to chill.
-1,Don't apologize. Political correctness is the newspeak word for leftist censorship.  All these media outlets just trying to bring you down solely because you seem to be somewhat right winged. The fucking Wall Street Journal tried the same thing few months ago and they failed lmao
-1,"As a Black American, I don't think it's that big of a deal. I haven't even seen the clip but from what I've heard and from what I know about Pewds from watching him for years, I can conclude it wasn't meant to be offensive. Lots of the time the word is used now (or its variants), it's not meant to be racist or worth getting offended over. Although, I don't get why people have this weird obsession with saying it. While context does matter, regardless, it's a word with a shitty history and unnecessary to use. When people have a fixation with the word it weirds me out and makes me think they're closet racists. Do people think it's edgy or something? (I'm talking primarily about nigger, not nigga because that word has a totally different connotation)"
-1,Saying Nigga isn't even bad it's only bad if you say it in a hateful way to black people ALL THE CRY BABIES and immature people stop going at him I guarantee youse you wouldn't say it to idubbz or others but because it's pewdiepie you think you have the right to go full force at him Yet I can see were people are coming from because pewdiepie did start the biggest ad crisis on any platform ever he has to much pressure on  him that's my speech down 😂😂 btw I do like idubbz it was just an example
-1,"If u are really sorry, donate money to africa that you got from making this video."
-1,"Weird, my thumbs up doesn't stay. Could it be corrupted YouTube again?"
-1,"The day nobody cares about the word is the day it loses its power over people. Don't try to tell me that I'm only saying this because I don't UNDERSTAND. I DO. People have been slaughtered before, Countries have been Defiled AND ENSLAVED.. USED AS PROSTITUTES. NOT ONLY YOU... WHY DO I FEEL LIKE YOU GUYS ARE LETTING THIS N WORD STILL ENSLAVE YOU?"
-1,Who gives a Shit .
-1,say the word cracker.. journos wont care because theres a huge double standard and they hate white people!
-1,"I think it is okay, you are sorry about that and it is done. Strange is, that we have here 2 kind of people. 1 which can say this word with N and nothing happen und the other people where everybody get insane. Just think of it."
-1,Real life racism in the world<Guy says dum shit on a video game..
-1,People in the coments you are stupid hes an adult its not a mastake he should know not to say it stop defending him all the time
-1,Y'all are stupid
-1,I bet you only 10% of the people getting triggered by him saying the n word are actually black.
-1,Hey Felix who care? The context is what matters. We know you are not a racist. Don't feed into these stupid narratives.
-1,Ive said some hateful shit while playing video games and i tend to rage to and in that rage i probably shouldn't have said some stuff that i did but idgaf
-1,"I defended pewds the last racist thing he did. Pewds isn't racist, that's just his inappropriate, dark humor. There's no need to be sensitive, but if you're accidentally racist on several occasions it's not an accident and you're actually racist. I've never ever said the n word, because from a white person that's a terribly hurtful word, and with the black family members that I have, I would never want my young cousins to hear the word that came out of this mans mouth, especially since he's an influencer. Now I'm going to be hearing it more, and then hear well pewdiepie said it, so can I. It's not okay, and it's not something you say in the heat of the moment, it only slips out if you frequently say it. I think I gotta give up on defending this. I've been subscribed for like 6 years. And it's time to say farewell."
-1,Pewdiepie puts up a sorry video for saying the N word.\n\n90% of the comments are people typing it.
-1,"You are basically the face of YouTube. For someone who has woken up from a coma since before YouTube was around you'd be the first thing they'd know about YouTube. I know you have all this pressure under your shoulders because if you say anything wrong, it would be like the YouTube logo walked on stage and said: Fuck off! \n\nIt's hard to control how you are and speak, I know it, and I feel bad for you. You didn't have to apologize, as you said nigger to a yellow fucking blob, but you did."
-1,If a black american says the n word it's called slang. If a black american can call us white people or typical white girls it's called fun. But if a white person says the n word he's a racist. K den
-1,Fuck niggers.
-1,Fucking nigger
-1,What if I wanna unlock my phone while in the bed in the dark
-1,I'm just not impressed
-1,Looks outdated with the chrome.
-1,Let time and technology turned iPhone X cheaper. For now I'll settle down with my secondhanded 6s. I have skipped 7 anyway and definitely won't buy 8.
-1,What if it's to dark to recognise youre face how do you unlock it?
-1,It's apple so all of my friends probably automatically hate it
-1,I don’t really like the no home button :(( I like Touch ID more then this face id
-1,"If Apple never named their iPhones with an s and numbered it like Air Jordan shoes every year, the iPhone X would have been released last year. Now after releasing 14 different iPhone models, it's confusing having an 8 and 10 but no 9.\n\nThis is what Apple should have done without s naming.. \n\n2007 - iPhone\n2008 - iPhone II instead of 3G\n2009 - iPhone III instead of 3Gs\n2010 - iPhone IV \n2011 - iPhone V instead of 4s\n2012 - iPhone VI instead of 5\n2013 - iPhone VII instead of 5s\n2014 - iPhone VIII instead of 6\n2015 - iPhone IX instead of 6s\n2016 - iPhone X instead of 7\n2017 - iPhone XI instead of 8 & X\n\nOnly the first iPhone and iPhone 4 were named properly. Poor iPhone 9 and 7 doesn't get an s model. Next year, remove the numerics and refer to it only as iPhone the same way the numerics no longer exist for iPads or a MacBook."
-1,The back is ugly
-1,"Face recognition is the most stupid thing ever imo. I can get into my S5 just as fast, and with way more simplicity with my pattern lock. And is it just me or does that look like a past display screen, it's the complete opposite of an infinity screen and looks ugly."
-1,"The phone looks cool on the front but the back and sides look awful, especially with that glass back and how the camera lip is like the Iphone 6 (Not smooth) and not like the Iphone 7 (smooth)."
-1,Android has done this already not original
-1,Apple disabled the comments... Cowards
-1,wtf 1000$ welp aint gettin this anytime soon im not rich
-1,Did you mean: Samsung Galaxy S8
-1,Wtf happened to the iPhone 9?
-1,Waste of money...
-1,Most disappointing Apple event ever
-1,Apple went full retard
-1,idiot
-1,Apple: The Emoji Machine now with fidget spinner emojis  (whispering) we being payed by Sony to advertise the fidget spinners movie (whispering)\nBy the way you forgot to include you can buy  at least 20 SNES minis.
-1,This video reminds me of my sister because I think of her in penguin costumes & clumsy. & She said similar things back in the day like with that webpage.
-1,I hope apple loses money cause after the iPhone 6'its all been shit
-1,I honestly thought I was the only one and that was like are they serious it's official people only buy iPhones for the name iPhone because they don't have anything to offer it's nothing it's full of crap what I don't understand what the hell is that
-1,Who the fuck pays $1000 for an iPhone?
-1,No more using your phone while charging
-1,So thanks apple now I'm confused did they just release the IPhone 8 and 10 at the same time making one obsolete also what's with these software companies and they're hatred of the number 9?!?
-1,Gaming pc that allows me to play games in 4k...or phone that allows me to watch games in 4k with a black bar...such a hard decision
-1,man i wants this phone so bad but i can't afford it 😂😂
-1,"“I told Nintendo that Switch wouldn’t be a success before it went on sale because I thought that in the age of the smartphone no one would carry around a game console,”\n -Tsunekazu Ishihara"
-1,Holy shit Franco nails it
-1,fucking pewd make this guy famous
-1,Why does the guy with long hair look like John Mayer
-1,James does that voice SO FUCKING WELL. Holy shit.
-1,Did he go full retard or half retard? Can't tell
-1,It did not take a bunch of tries for Tommy to get his lines right. This movie is already gonna he inaccurate and terrible.
-1,Looks like they made a terrible movie about making a terrible movie.  Exactly what the world needs right now!
-1,"Hi, if your reading this, I just want you to have a good day. I have a small channel with very few subscribers, but I'll really appreciate it if you gave my videos a chance. Sorry to bother you"
-1,You poor hippocrats..Still crying and looking for attention.
-1,Ben Carson's stupidity still hasn't failed to shock me.
-1,BEN CARSON IS THE MAN!!!!! THEY HATE HIM CAUSE HE EXPOSED HITLARY'S RITUAL ABUSE ON CHILDREN!!!!!!!
-1,DON'T TAKE ME TO A BLACK DOCTOR
-1,"Sad part he's not the only one not qualified for his post. We have a guy who sued EPA a number of times as the EPA chief. Devos as Education Chief, Rick Perry as Energy secretary, and a racist midget is the AG."
-1,"After seen this clip I'm flabbergasted, in my stupidity I'd thought that in the presidential cabinet it had only one crazy person but I see that they have a collection of them."
-1,Ben Carson - someone dumber and stranger than Donald - hard to believe
-1,Ben carson on paper looked like a put together fella. Then he started talking on tv. Now we all know there is something terribly wrong with HIS BRAIN.
-1,I hope Louis Black is watching this.
-1,Ben Carson is proof that a person can be a neurosurgeon and somehow still be stupid as hell.
-1,I have a question. Where's the... luggage! Someone took his luggage :(. Ahhhhhhh
-1,"2:34 Watching that guy in the background as his eyes bounce back and forth rapidfire between Warren and Carson.\n\n5:55 Seriously, he probably fell asleep"
-1,Ben Carson is a idiot. But what else is to expect from a American?
-1,"Does he only operate on foreign children, or is he just taking a break from helping? I guess we shouldn't get on Carson too much for his worst answer to a marathon Q&A, but jeez this guy."
-1,Well… The brain surgeon Ben Carson just proved how truly insane he is…
-1,Rural Americans black people only voted for Obama because he's blackBen Carson runs for president Black people: NO!Rural Americans: but we thought.......
-1,*THIS IS ALT-LEFT PROPAGANDA*
-1,Oh look another comedian reporter crying.
-1,Ridiculous fake news
-1,This dude is weird asf
-1,"As an Australian living in Melbourne I have never been so thankful to have the massive Pacific Ocean, several time zones & the equator between me & the U.S. I pity anyone who will get trapped under Trump’s stupid, bumbling, demagoguery #Glade_To_NOT_Be_An_American."
-1,Just here for the thumbs down! **liberal propaganda**
-1,Merica is seriously in chaos
-1,Facial recognition! No way! Oh wait my damn Nexus 4 had that shit. God apple is so pathetic these days
-1,Am I the only person who finds the shape of the screen unappealing? It looks like the screen has ears.
-1,stupid face id. so what is you are a twin. should have stuck with touch id for security
-1,"Here's a question: if you trigger Siri by holding down the Sleep/Wake button, how do you turn off the phone?"
-1,And no 128gb. 64gb and then 256. Ridiculous. Anyway... not upgrading.
-1,The battery icon already changes from white to black . It's stock iOS . Tell me something new .
-1,Specs are fine but imo..... Hate the design for the hell of everything!
-1,$1000 for a phone?!?! WTF. then iPhone XI will come out in six months but this time it will be larger. geez
-1,"I don't get it. Since it has 3D Touch, why didn't Apple incorporate a hard press at the bottom of the screen to go home? Swipe seems less intuitive."
-1,Literally looks like a bad version of the s8 mixed in with some bad Chinese Android knockoffs.
-1,"Eehhhhhhh, its a disappointment. The s8 and note 8 are miles ahead."
-1,"Really ? You don't have any complaints right off the bat? That's kinda sad, I saw you as a reliable source of information."
-1,I was really curious about that iPhone 9 thing too. Apparently it's the iPhone X because it's the ten year anniversary
-1,*Does anyone thinks this is a complete waste of money?*
-1,There are some A holes that judging something they can’t afford stupid kids down there
-1,How do you turn the phone off if holding down the button activates Siri?
-1,"If you forget the gimmicky bezeless front, the iPhone X is lowkey trash"
-1,Yay! Another stupidly overpriced iPhone!
1,FILM TUBE new Channel Frequency 💋💋❥❥❥👫💘😻💋💋
1,thanks for sharing her story she's so brave <3
1,Hey l would appreciate if you followed my account if you are interested in minimalistic and aesthetics fotos💖💖💖❤️@z.e.serin
1,Okay seriously people? All the hate just because she has a different job. I'm a legitimate physicist (Doing my masters so that counts right? :D ) and I don't think it is necessary to belittle her for doing something that is physically impressive. She made that look real and I for one know I couldn't do that even if I wanted to.
1,"wow, such talent. What a pro. She walked like she had been doing it most of her life."
1,Wow this is the dumbest profession I've ever seen.
1,Y'all are sooooo fucking salty. Lmao. If it was as easy as you think why y'all not modeling and walking the runway then ? Why y'all stuck in the field YOU CHOSE ? fuck all ya guys gotta blame yourselves for making the decision you made instead of being salty because of someone else's success and wealth from a different industry. Lmfao.
1,"Because...when you get paid $10k a show, you'd better be fucking creative."
1,She gets paid an amount of whole the commentsection combined. She better walk it off
1,"What a big deal, right?"
1,What if her chonis came off ? Lol!
1,Would've been better if she lost that outfit
1,What until she gets older her back is going to be torn up.
1,What am I more upset about? The fact that this is on trending or the fact that I actually watched it?
1,"Lol check out my Jake Paul Diss Track. Leave some love or hate, appreciate both! ✌"
1,Wow all these jellys in the comments section. Go get some help people and try to focus on your life more.
1,Who cares? Really? Support me to raise over $50 million for kids. 'There & Back' - A Solar Project For UNICEF. Far more important than losing a shoe!
1,"Cool puppet, what else can it do?"
1,Why is this so important
1,"Ya.  That's cool\n she very pro.  But... Racists\nShe very beautiful , have 2 big eyes. But. Racists\nShe very talent. But racists"
1,Once again proving we women are better than all the cis gendered white het men! Down with heteronormative stereotypes!
1,Nobodys perfect
1,New YouTube challenge?
-1,little disappointed...
-1,"That notch looks horribly ugly, and those gestures will go sooo wrong..."
-1,Sold out already:(
-1,"May,I get a hody small"
-1,Roman with that coat on u look like u out of ur game smile inc
-1,"Ah roman remember that one vlog when you and your brother was playing stadium events  that game is worth $70,000 trade it in"
-1,The reason why you're pool is green is you need to put chlorine in you're pool
-1,Oh that is scary
-1,The white hat is so sick!!! Please put it on sale!!!!!!🙏🏻
-1,"Roman your son eats chicken wings with a fork , get him some help ASAP"
-1,Country breathes really heavy when he holds the camera you can hear it
-1,"Too late roman, brace wilderness already did this."
-1,Country should take that bike and ramp down the tower.
-1,What will dog do if u are fall down?
-1,I hate people who always edit their comments.
-1,Say: Omg I'm reading a random comment!
-1,The movie is so bad that Even this honest trailer sucked
-1,HEY BENI! LOOKS TO ME LIKE YOU'RE ON THE WRONG SIDE OF THE RIVEEEEEEEEEER
-1,Say- I gotta case of the swamp ass and it itches bad!
-1,i honestly don't get why people hate easter eggs so much.
-1,"Tom Cruise and Alex Kurtzman were the problems, Universal has 17 months to make adjustments and see what went right and what went wrong with The Mummy before Bride Of Frankenstein hits the big screen."
-1,So disappointing this movie was
-1,What I find odd is that they chose to use a clip from RKO's Hunchback of Notre Dame to represent the UNIVERSAL Monsters.
-1,Why doesn't this account have AT LEAST 3M subscribers?! 😱❤️
-1,Mad respect to be able to interview with mayweather. Especially your a puppet.
-1,Mmmmm Hard Work
-1,Pink floyd
-1,5:45 Wtf i just heard 💆🏿‍♂️
-1,she's an idiot
-1,"Little did Jennifer Lawrence know, Jimmy was an axe murderer in his spare time."
-1,don't fuck with jennifer or jimmy in the zombie apocalypse. jimmy will fuck you up from far away and jennifer will get angry and just chop the shit out of you
-1,Jennifer Lawrence is an idiot
-1,The reason I'm single is I fear my gf would chop my dick off whilst I sleep
-1,They think the axe got the pretend guy in the junk and so they play porn music?  These people are sick!
-1,You can see she was disappointed.
-1,The correct response is  I didn't know you were Jewish. Seriously though what are the odds of that happening twice in the show's history?
-1,It's not UNO in France. Silly Jimmy.
-1,"Dear Jen. Please ask mother nature not to destroy my house with a hurricane, and that I'm real sorry for not voting democrat."
-1,You guys gotta get Jason Momoa down there to show you how it's done!!!!
-1,Someone at the tonight show likes Cold Steel
-1,WTF Katniss Everdeen?
-1,Airhead challenges fake idiot
-1,Ugly Bloated Face Skank
-1,jimmys a fucking god bro wtf
-1,I hate when jimbo wins
-1,https://www.youtube.com/watch?v=qBCDY5XhZng weak!
-1,Haha. I like how she suggested this game to show off what she learned. And I've never seen jimmy beat someone so bad.
-1,Johnny Carson would have killed with that ax-to-the-crotch shot.  Lawrence is a bit of a jerk.
-1,*WTF is she wearing*
-1,How many celebrities were there......? 100. \nAnd all they came up with was 44 million\nFuckung sad they should all be shot or hung \nIf each one gave a million.......\nOh yea the lakewood pastor.... BLACK guy  with beber ...... what a joke..... the kept their doors closed  during harvy .......
-1,"Israel....Separate yourselves away from the Wicked..,from the ways of the Nations that have swallowed you up...or share in reaping what they have sown....\n\nProverbs 11:21\nTHOUGH HAND JOIN IN HAND  , the WICKED shall not be unpunished: but the seed of the righteous shall be delivered.\n\nJeremiah 23:19\n9Behold, A WHIRLWIND OF THE LORD IS GONE FORTH IN FURY, even a grievous whirlwind: it shall fall grievously upon the head of the wicked. \n\n20The anger of the LORD shall not return, until he have executed, and till he have performed the thoughts of his heart: IN THE LATTER DAYS YE SHALL CONSIDER IT PERFECTLY."
-1,Maybe the Rothschild and Rockefeller can donate a few trillion dollars
